
insert into TabladeTarjetas values(340383198517962, 'American Express', 'American Express', 'Karly M Soria', '42583', '46600', '23', '7758', '6065'),
(5234177136328560, 'Master Card', 'Barclays', 'Marco Z Snider', '42461', '43556', '27', '661', '1422'),
(372099261847083, 'American Express', 'American Express', 'Mario X Poole', '40269', '42461', '19', '3804', '75'),
(30914031737055, 'Diners Club International', 'Diners Club', 'Wesley F Hines', '41456', '43282', '6', '956', '8670'),
(5471085714153210, 'Master Card', 'Bank of America', 'Pamela Allison', '41518', '44440', '19', '929', '1101'),
(373065418313567, 'American Express', 'American Express', 'Terry A Harder', '39173', '40634', '6', '7477', '3532'),
(6011495267674860, 'Discover', 'Discover', 'Tim Winters', '43070', '47818', '8', '931', '3942'),
(371382006852019, 'American Express', 'American Express', 'Jona Kovach', '40026', '46966', '14', '1998', '8973'),
(30908681414577, 'Diners Club International', 'Diners Club', 'Andrea J Herman', '39965', '46905', '17', '987', '6970'),
(4668061599353020, 'Visa', 'Bank of America', 'Zenia Lorenz', '42005', '44927', '12', '747', '8084'),
(36388158990579, 'Diners Club International', 'Diners Club', 'Sheila Hawkins', '42156', '47635', '23', '711', '6306'),
(6011408172028220, 'Discover', 'Discover', 'Amira I Peoples', '40878', '43435', '14', '86', '6329'),
(3587330209163570, 'Japan Credit Bureau', 'JCB', 'Diana T Conner', '39934', '46508', '26', '346', '4065'),
(5215638683084590, 'Master Card', 'Citibank', 'Kirk I Hundley', '42309', '44866', '15', '144', '1811'),
(5159760118178230, 'Master Card', 'Bank of America', 'Ann C Carver', '39326', '43344', '12', '118', '2587'),
(5138308041083290, 'Master Card', 'Capital One', 'Kiara Cate', '40118', '45597', '12', '578', '7594'),
(5134032847105080, 'Master Card', 'Capital One', 'Alex O Compton', '42125', '46143', '14', '778', '2443'),
(3562411656048750, 'Japan Credit Bureau', 'JCB', 'Albertine Medrano', '40210', '43862', '4', '836', '2668'),
(5127915571249900, 'Master Card', 'Capital One', 'Kathryn Mcconnell', '39539', '43922', '28', '86', '4549'),
(30004947254401, 'Diners Club International', 'Diners Club', 'Rudy Q Hardman', '41395', '44317', '25', '501', '609'),
(4100445180070070, 'Visa', 'U.S. Bancorp', 'Monica Q Harris', '40299', '46508', '19', '256', '9199'),
(4853176794666090, 'Visa', 'Chase', 'Nathaniel Albritton', '40391', '45870', '3', '142', '7488'),
(5168601810121670, 'Master Card', 'Capital One', 'Catherine X Frost', '39814', '44927', '19', '461', '7319'),
(3579453184096300, 'Japan Credit Bureau', 'JCB', 'Ricardo S Folk', '41760', '48335', '6', '339', '3111'),
(370749569386166, 'American Express', 'American Express', 'Roberta A Ferguson', '39114', '42036', '23', '7711', '1756'),
(30246917215926, 'Diners Club International', 'Diners Club', 'Marcellus Willett', '41883', '44805', '15', '349', '2134'),
(5273713295034460, 'Master Card', 'Chase', 'Ryan R Burgess', '40422', '41883', '4', '22', '8929'),
(371517061955351, 'American Express', 'USAA', 'Barney Goforth', '39114', '44958', '24', '8474', '4132'),
(6448003480368670, 'Discover', 'Discover', 'Earl P Hansen', '42767', '47880', '25', '129', '3637'),
(5218946416079600, 'Master Card', 'Chase', 'Dorsey R Earl', '40026', '42948', '17', '421', '4162'),
(4111931972502660, 'Visa', 'Citibank', 'Vanessa Craig', '42005', '44562', '14', '816', '2342'),
(5236966750640780, 'Master Card', 'Bank of America', 'Germaine Geary', '40787', '48092', '4', '476', '7912'),
(4708814443309510, 'Visa', 'Chase', 'Stanley N Collins', '41883', '46266', '7', '710', '2749'),
(30925276444397, 'Diners Club International', 'Diners Club', 'Craig Ornelas', '41275', '46753', '5', '27', '7971'),
(3535924114375120, 'Japan Credit Bureau', 'JCB', 'Marcus Y Franco', '43070', '48183', '7', '510', '9980'),
(3574464001879650, 'Japan Credit Bureau', 'JCB', 'Ines Y Quiroz', '39264', '42552', '4', '228', '300'),
(30447533922743, 'Diners Club International', 'Diners Club', 'Charlotte E Sykes', '40210', '47515', '28', '760', '2167'),
(6586865255134410, 'Discover', 'Discover', 'Darren C Neumann', '42644', '43374', '1', '644', '2462'),
(6011050612254380, 'Discover', 'Discover', 'Dennis Hancock', '41671', '42767', '14', '332', '765'),
(5330343775822980, 'Master Card', 'Wells Fargo', 'Herman J Pham', '41395', '47969', '25', '511', '7666'),
(5142528468806200, 'Master Card', 'Wells Fargo', 'Anne S Hendricks', '42979', '49919', '6', '527', '3413'),
(4624648637122520, 'Visa', 'Chase', 'Brant East', '40940', '45689', '2', '151', '1198'),
(5350925302089260, 'Master Card', 'Chase', 'Travis Lott', '40330', '41426', '19', '67', '9640'),
(5115152949263600, 'Master Card', 'Bank of America', 'Mercedes B Dickson', '41061', '46539', '28', '284', '8300'),
(6471359264267540, 'Discover', 'Discover', 'Vivian W Acosta', '41671', '47515', '17', '882', '2237'),
(30011168070721, 'Diners Club International', 'Diners Club', 'Stephania H Valle', '42186', '45839', '2', '380', '5051'),
(379419718672277, 'American Express', 'American Express', 'Vincent Obrien', '39965', '45444', '28', '7260', '9606'),
(3538578757384150, 'Japan Credit Bureau', 'JCB', 'Adrian Wells', '40179', '44197', '1', '97', '6323'),
(6459574835644670, 'Discover', 'Discover', 'Grace X Bailey', '40513', '44896', '15', '552', '6898'),
(5412614981230330, 'Master Card', 'Wells Fargo', 'Rigoberto Berger', '39479', '46419', '8', '116', '7367'),
(346714250777199, 'American Express', 'American Express', 'Miguel H Crawford', '40575', '44228', '21', '2714', '6253'),
(30944880717478, 'Diners Club International', 'Diners Club', 'Stacy H Bernstein', '42370', '46023', '24', '701', '8095'),
(342551136518429, 'American Express', 'American Express', 'Shane Marks', '41153', '41883', '26', '6897', '8949'),
(3543128877556910, 'Japan Credit Bureau', 'JCB', 'Jessica Benton', '39173', '39904', '22', '311', '1620'),
(3566497829840460, 'Japan Credit Bureau', 'JCB', 'Lisa Compton', '40360', '41091', '13', '39', '4788'),
(30983762772870, 'Diners Club International', 'Diners Club', 'Johnathan M Charles', '40330', '42522', '14', '786', '1116'),
(3552697696228270, 'Japan Credit Bureau', 'JCB', 'Jonathan B Armstrong', '42278', '44835', '25', '689', '6511'),
(6011722338044080, 'Discover', 'Discover', 'Karen Y Hauser', '40878', '47088', '11', '505', '1563'),
(370305761213441, 'American Express', 'American Express', 'Sue V Joseph', '39692', '44805', '10', '1119', '9569'),
(3528203826718170, 'Japan Credit Bureau', 'JCB', 'Toby Z Reardon', '42583', '49522', '24', '883', '5434'),
(5416861135751710, 'Master Card', 'Citibank', 'Leonard Tanner', '42736', '46023', '6', '506', '61'),
(340956799016045, 'American Express', 'American Express', 'Quinton F Phipps', '43040', '44501', '24', '8656', '3892'),
(3537049382082600, 'Japan Credit Bureau', 'JCB', 'Douglas A Estrada', '42887', '43252', '5', '115', '6139'),
(5208428799071390, 'Master Card', 'Bank of America', 'Demetrius Karr', '40330', '43617', '4', '374', '7555'),
(374225261325378, 'American Express', 'American Express', 'Frank I Castro', '39783', '42705', '7', '1986', '712'),
(3581935891660820, 'Japan Credit Bureau', 'JCB', 'Tawny Veal', '40848', '43770', '27', '196', '3398'),
(36954209339767, 'Diners Club International', 'Diners Club', 'Joel Z Fulton', '41518', '43709', '6', '878', '5748'),
(30559692792947, 'Diners Club International', 'Diners Club', 'Celestine N Coggins', '39814', '46388', '4', '223', '6845'),
(370546832218899, 'American Express', 'U.S. Bancorp', 'Christopher E Dunn', '42736', '46023', '6', '2568', '990'),
(6011782102807970, 'Discover', 'Discover', 'Theresa G Foster', '40909', '47484', '9', '907', '624'),
(3570139035074610, 'Japan Credit Bureau', 'JCB', 'Crystal T Schneider', '40118', '46327', '14', '579', '2395'),
(5305809222382530, 'Master Card', 'Citibank', 'Moises D Minnick', '41913', '47392', '6', '784', '4437'),
(343361775117742, 'American Express', 'Bank of America', 'Suzanne Mckinney', '40360', '44378', '12', '7164', '8120'),
(6221554883883270, 'Discover', 'Discover', 'Marilou Kuntz', '39995', '47300', '3', '365', '2019'),
(30293431838304, 'Diners Club International', 'Diners Club', 'Bernice N Barton', '39630', '40725', '14', '392', '2351'),
(5176905391401220, 'Master Card', 'Chase', 'Mckinley E Pace', '41426', '44713', '19', '731', '4637'),
(6011802657948660, 'Discover', 'Discover', 'Jonathan K Bishop', '41640', '42736', '26', '838', '9805'),
(6011264609986490, 'Discover', 'Discover', 'Lauran N Cloud', '41275', '43101', '1', '272', '2600'),
(39016965773865, 'Diners Club International', 'Diners Club', 'Lisa Calderon', '42644', '47027', '17', '355', '6197'),
(375353456272491, 'American Express', 'American Express', 'Franklyn Keener', '41487', '48427', '22', '1545', '8835'),
(30223841399571, 'Diners Club International', 'Diners Club', 'Roger W Dudley', '42309', '42675', '14', '379', '2509'),
(6011030534322960, 'Discover', 'Discover', 'Jadwiga N Roland', '40179', '45658', '25', '201', '1102'),
(4365729134033380, 'Visa', 'Citibank', 'Phillip J Cardenas', '40909', '45658', '12', '38', '3349'),
(30904964058561, 'Diners Club International', 'Diners Club', 'Trinidad L Dunn', '41334', '43525', '11', '363', '1902'),
(30431905324423, 'Diners Club International', 'Diners Club', 'Dennis A West', '39539', '45017', '21', '522', '2235'),
(4203836496811670, 'Visa', 'Chase', 'Tracee Barnes', '39083', '45658', '28', '722', '7638'),
(5326617109561890, 'Master Card', 'USAA', 'Sandra I Oconnor', '43040', '49614', '23', '8', '9094'),
(30078893982892, 'Diners Club International', 'Diners Club', 'Donnie V Covey', '42248', '43709', '11', '158', '1106'),
(30009382242746, 'Diners Club International', 'Diners Club', 'Jeffery M Adams', '42736', '48580', '13', '319', '7810'),
(30027605385563, 'Diners Club International', 'Diners Club', 'Lynette Z Hsu', '42370', '43831', '28', '82', '3855'),
(342393101872816, 'American Express', 'Bank of America', 'Nicole O Franco', '39904', '41730', '16', '4315', '4118'),
(371710231893764, 'American Express', 'American Express', 'Carlos Kirk', '39479', '42401', '28', '2397', '7511'),
(376250561987576, 'American Express', 'American Express', 'Carrie L Vasquez', '42856', '48335', '8', '7713', '6664'),
(349844987884039, 'American Express', 'American Express', 'Monserrate B Hollins', '41487', '45870', '1', '1811', '5588'),
(347982227967131, 'American Express', 'USAA', 'Russell F Foley', '39569', '40299', '4', '145', '6540'),
(3557224858818270, 'Japan Credit Bureau', 'JCB', 'Joycelyn P Brunner', '39234', '43983', '13', '558', '9887'),
(5186201459812910, 'Master Card', 'Chase', 'Dana J Reilly', '39479', '46419', '17', '750', '3111'),
(30928219873755, 'Diners Club International', 'Diners Club', 'Boyce Beaudry', '42217', '47696', '1', '201', '8018'),
(3558866346761510, 'Japan Credit Bureau', 'JCB', 'Suzanne H Contreras', '41153', '42248', '16', '572', '6440'),
(347897017250177, 'American Express', 'American Express', 'Kizzy H Qualls', '42064', '45352', '6', '6278', '1117'),
(370557041336810, 'American Express', 'U.S. Bancorp', 'Brittany W Lucas', '43040', '49249', '19', '5757', '9131'),
(376516966861610, 'American Express', 'U.S. Bancorp', 'Kent Y Moorman', '42552', '47665', '8', '3496', '3328'),
(5322224828583280, 'Master Card', 'GE Capital', 'Shannon Barker', '40452', '41183', '23', '212', '2894'),
(6011286926579520, 'Discover', 'Discover', 'Scot I Mortensen', '42248', '48458', '22', '459', '7099'),
(4025141742935910, 'Visa', 'Citibank', 'Dean B Ellis', '40118', '43770', '1', '219', '7653'),
(6011267694379330, 'Discover', 'Discover', 'Rudy Strickland', '40969', '48274', '6', '845', '860'),
(3534122668226200, 'Japan Credit Bureau', 'JCB', 'Susan I Hughes', '41183', '46661', '11', '642', '3503'),
(348877282946591, 'American Express', 'U.S. Bancorp', 'Earl T Sager', '40513', '43070', '14', '7887', '8155'),
(4705390849428960, 'Visa', 'Barclays', 'Jay W Buchanan', '42979', '44805', '3', '990', '8333'),
(6011122863647670, 'Discover', 'Discover', 'Edward Z Hardman', '40026', '44409', '15', '544', '9770'),
(343793762667158, 'American Express', 'American Express', 'Vanessa P Morse', '39203', '43221', '23', '626', '6424'),
(371572100694784, 'American Express', 'American Express', 'Arnulfo M Baldridge', '40210', '42401', '1', '5379', '2940'),
(343149694727885, 'American Express', 'American Express', 'Vernon Sanford', '39904', '44652', '5', '8249', '5837'),
(4739028324230450, 'Visa', 'Citibank', 'Dong P Jeffrey', '40087', '43739', '17', '237', '4185'),
(340299243875991, 'American Express', 'USAA', 'Kathleen T Davenport', '41061', '48000', '28', '7211', '4902'),
(378190913157676, 'American Express', 'U.S. Bancorp', 'Tawanda B Mcalister', '41275', '45292', '12', '7830', '4842'),
(375299958634078, 'American Express', 'Bank of America', 'Helen Willis', '39630', '46935', '11', '9513', '622'),
(4070916050048200, 'Visa', 'Bank of America', 'Santos Waldron', '40179', '42005', '26', '329', '857'),
(30985725164343, 'Diners Club International', 'Diners Club', 'Helen G Dyer', '39753', '43405', '7', '204', '4302'),
(373840307593887, 'American Express', 'U.S. Bancorp', 'Paris D Xiong', '40422', '40787', '8', '6147', '893'),
(346314625690837, 'American Express', 'American Express', 'Debbie G Payne', '43009', '46296', '9', '1138', '2218'),
(4136391286928920, 'Visa', 'Bank of America', 'Nettie J Quintanilla', '41548', '48853', '28', '887', '9324'),
(6536522786474660, 'Discover', 'Discover', 'Geraldine Curry', '39722', '45931', '25', '545', '1638'),
(376360161441161, 'American Express', 'Bank of America', 'Helaine E Odell', '40756', '47696', '5', '3578', '3174'),
(6011687251797120, 'Discover', 'Discover', 'Audrey George', '40422', '46997', '12', '7', '5007'),
(5294249351394890, 'Master Card', 'Citibank', 'Lizeth Z Cupp', '39142', '44256', '11', '942', '4561'),
(6011149251834260, 'Discover', 'Discover', 'Joseph S Barrett', '39569', '46874', '27', '94', '7607'),
(3577408567434680, 'Japan Credit Bureau', 'JCB', 'Epifania I Liu', '42401', '49706', '14', '496', '2720'),
(3581360806810980, 'Japan Credit Bureau', 'JCB', 'Russell T Becker', '41699', '42064', '2', '488', '6508'),
(348897637280090, 'American Express', 'American Express', 'Kelley U Vines', '39479', '41671', '2', '417', '2142'),
(30130628615345, 'Diners Club International', 'Diners Club', 'Johnny T Pittman', '39904', '41365', '10', '172', '1119'),
(6011421656044100, 'Discover', 'Discover', 'Enda Z Snyder', '40544', '47484', '5', '749', '5928'),
(343730814246748, 'American Express', 'American Express', 'Jeanette Fox', '42767', '46784', '17', '4578', '8154'),
(30305665126675, 'Diners Club International', 'Diners Club', 'Cherri N Hough', '42887', '47270', '1', '862', '5889'),
(3549363320101530, 'Japan Credit Bureau', 'JCB', 'Eugene H Mason', '41852', '45139', '28', '338', '6326'),
(6522148081740440, 'Discover', 'Discover', 'Aurelio Harley', '39661', '43313', '1', '506', '3464'),
(341458486536251, 'American Express', 'USAA', 'Norma Howard', '43009', '46661', '23', '2054', '8575'),
(3550746954000420, 'Japan Credit Bureau', 'JCB', 'Sanjuana Hutchins', '42705', '44531', '1', '827', '8034'),
(5372319733999000, 'Master Card', 'Citibank', 'Rebecca S Oconnor', '41791', '48366', '9', '44', '2157'),
(375901104228685, 'American Express', 'Bank of America', 'Shad M Matteson', '41275', '43101', '9', '1120', '1666'),
(371118662558601, 'American Express', 'American Express', 'Corey A Moore', '42887', '44713', '14', '5870', '9383'),
(6011943017123640, 'Discover', 'Discover', 'Buck Binder', '42248', '47362', '21', '586', '1875'),
(30534590367704, 'Diners Club International', 'Diners Club', 'Jennifer Bonner', '40179', '40544', '4', '258', '4348'),
(3566659816607570, 'Japan Credit Bureau', 'JCB', 'Wallace R Castro', '41671', '48611', '5', '842', '6452'),
(6011558383652100, 'Discover', 'Discover', 'Lucille U Benton', '42370', '43466', '10', '398', '3444'),
(378154334973889, 'American Express', 'American Express', 'Lon Y Grimm', '40238', '45717', '3', '9287', '6928'),
(6521850923911660, 'Discover', 'Discover', 'Ana X Carey', '42522', '45444', '15', '105', '9973'),
(373864743200329, 'American Express', 'American Express', 'Maynard Q Harp', '41487', '42948', '23', '9521', '9728'),
(341086909760883, 'American Express', 'Bank of America', 'Raymond I Barron', '42339', '43435', '5', '1308', '5671'),
(6503652198144120, 'Discover', 'Discover', 'Vance Lind', '41913', '43739', '22', '758', '6588'),
(6011424703479100, 'Discover', 'Discover', 'Mildred Mccray', '41306', '44593', '8', '351', '4473'),
(30954937847798, 'Diners Club International', 'Diners Club', 'Woodrow R Cornejo', '40148', '41244', '15', '528', '8290'),
(5224251602086140, 'Master Card', 'USAA', 'Derek W Gamble', '41275', '48580', '7', '66', '6296'),
(30945736162736, 'Diners Club International', 'Diners Club', 'Sherman W Metzger', '39114', '45689', '2', '786', '8281'),
(3570425720092790, 'Japan Credit Bureau', 'JCB', 'Jonathan W Lewis', '39173', '42826', '7', '519', '1192'),
(30375231612649, 'Diners Club International', 'Diners Club', 'Noel E Barbee', '40664', '43952', '11', '389', '5235'),
(30986785553185, 'Diners Club International', 'Diners Club', 'Clifford Romero', '42125', '42491', '24', '675', '6654'),
