insert into creitcardsexcel values('Card Type Full Name', 'Issuing Bank', Card Number, 'Card Holder's Name', CVV/CVV2, Issue Date, Expiry Date, Billing Date, Card PIN, Credit Limit),
('Master Card', 'Chase', 5168775219616630, 'Bessie W Mundy', 758, 41852, 48061, 8, 1196, 112700),
('Visa', 'Chase', 4087681981288650, 'Doris Long', 811, 40026, 42217, 8, 5310, 168100),
('Discover', 'Discover', 6011216518201510, 'Giuseppina J Banda', 835, 39661, 42948, 8, 6788, 156500),
('Discover', 'Discover', 6011409042555200, 'Jesse N Morse', 739, 40603, 42430, 9, 2769, 191200),
('Master Card', 'Chase', 5294963997350500, 'Ted P Culbertson', 187, 41760, 43221, 13, 7957, 28500),
('Japan Credit Bureau', 'JCB', 3532635795411820, 'Glen Mathews', 382, 41883, 45536, 23, 9873, 110300),
('Master Card', 'Bank of America', 5255770889576290, 'Matthew Petit', 289, 39387, 46327, 1, 1061, 168400),
('American Express', 'American Express', 372236302957402, 'Irene Talley', 5619, 41821, 44743, 17, 8566, 117100),
('American Express', 'American Express', 372721102559508, 'Yong W Harman', 7832, 42064, 44986, 12, 7221, 33200),
('Diners Club International', 'Diners Club', 30003780087555, 'Tom R Gray', 752, 41275, 42005, 21, 4625, 36000),
('Visa', 'Bank of America', 4559192513004920, 'Omer Gerard', 819, 43040, 49614, 3, 1681, 49400),
('Master Card', 'Citibank', 5221055331384360, 'Ethel M Marks', 62, 39114, 43862, 25, 4581, 26500),
('American Express', 'American Express', 378221201565468, 'Easter W Rubio', 7802, 40360, 42186, 4, 8054, 174300),
('American Express', 'U.S. Bancorp', 376668222621104, 'Diane O Best', 5200, 39845, 41306, 25, 7988, 52000),
('Discover', 'Discover', 6011584569684370, 'Lien L Seiler', 420, 40210, 47515, 22, 6508, 61500),
('Japan Credit Bureau', 'JCB', 3583200497055640, 'Lewis Rhodes', 255, 39203, 44317, 21, 7855, 48500),
('Diners Club International', 'Diners Club', 30017033364710, 'Yon U Ngo', 555, 42767, 49706, 1, 7464, 171600),
('Discover', 'Discover', 6592099800349450, 'Zachary Grimes', 488, 40544, 47484, 28, 4563, 108400),
('Visa', 'USAA', 4339340952858270, 'Jewell Stahl', 31, 40695, 41061, 8, 4861, 175600),
('American Express', 'American Express', 344661352815355, 'Curtis D Wooten', 5828, 42186, 48030, 25, 1060, 44300),
('Discover', 'Discover', 6225680650356350, 'Molly V Odonnell', 722, 42491, 46143, 2, 5556, 167900),
('Master Card', 'GE Capital', 5351606471611870, 'Marie L Hill', 561, 41334, 43891, 26, 9666, 25800),
('Japan Credit Bureau', 'JCB', 3580205195119520, 'Bryce K Berger', 168, 39114, 45689, 20, 3918, 181700),
('American Express', 'American Express', 379087199179649, 'Cheryl K Erickson', 7811, 42979, 48458, 6, 3288, 37900),
('Japan Credit Bureau', 'JCB', 3530105332609130, 'Williams Guay', 89, 41395, 46508, 13, 3183, 198000),
('Master Card', 'Capital One', 5337736295395300, 'Rick L Rivera', 548, 42491, 44317, 22, 6358, 139400),
('Visa', 'Chase', 4458505210030430, 'Brynn U Davenport', 215, 39234, 45444, 9, 7624, 36400),
('American Express', 'Bank of America', 378507235831540, 'Roberto T Fleming', 3736, 42339, 48183, 10, 3324, 124300),
('Diners Club International', 'Diners Club', 30290977269068, 'Toby Jansen', 766, 41548, 45931, 16, 2109, 84600),
('Visa', 'Chase', 4908925833973830, 'Vernon S Valencia', 335, 40422, 40787, 12, 4974, 90500),
('Discover', 'Discover', 6011661626710090, 'Karolyn W Weatherly', 791, 40299, 47604, 25, 8099, 67700),
('Discover', 'Discover', 6011182256096240, 'Leonard Curtis', 272, 40634, 47209, 4, 5436, 44100),
('Discover', 'Discover', 6011514445825630, 'Evangeline A Lombardi', 625, 41760, 42125, 21, 7661, 141900),
('Master Card', 'Chase', 5320686275877760, 'Joann C Gibson', 954, 39630, 42917, 11, 5154, 136000),
('Visa', 'First National', 4546418745258330, 'Terrance X Carr', 932, 39873, 41699, 16, 9544, 86900),
('Visa', 'Capital One', 4058099706470930, 'Derrick Y Merrill', 675, 42309, 42675, 18, 7648, 137500),
('Japan Credit Bureau', 'JCB', 3589899938542800, 'Nada E Bates', 727, 39873, 46813, 27, 3889, 26600),
('Discover', 'Discover', 6011658095326120, 'Antonio Huffman', 937, 40452, 46661, 22, 378, 34700),
('Diners Club International', 'Diners Club', 30963345602216, 'Mara C Talley', 486, 42826, 44652, 17, 4643, 68900),
('Master Card', 'Bank of America', 5305711224716830, 'Wesley Sears', 931, 40330, 43617, 6, 2526, 63900),
('Discover', 'Discover', 6011460080946320, 'Angel Garay', 985, 41518, 48092, 5, 1218, 106900),
('American Express', 'USAA', 374522054834248, 'Pamela Brady', 7520, 41000, 43191, 14, 4996, 72200),
('Japan Credit Bureau', 'JCB', 3564983732416440, 'Ayako Appel', 848, 39753, 45231, 23, 3477, 119500),
('Diners Club International', 'Diners Club', 30955295691009, 'Pauline S Washington', 730, 40787, 46631, 28, 461, 40800),
('Visa', 'Chase', 4801823665991320, 'Esther Erickson', 707, 39965, 41791, 5, 6606, 27800),
('Diners Club International', 'Diners Club', 30955899140981, 'Ellen A Merritt', 573, 40787, 44805, 23, 3757, 41800),
('American Express', 'American Express', 374587974418935, 'Rolf G Stjohn', 8488, 39114, 46054, 21, 4923, 110100),
('American Express', 'Bank of America', 346996902350877, 'Jeff T Howard', 5860, 40969, 43160, 9, 5444, 38200),
('Master Card', 'U.S. Bancorp', 5417391789928950, 'Solomon K Price', 35, 42767, 44593, 23, 6201, 175900),
('American Express', 'American Express', 379127209776008, 'June M Murray', 1870, 41671, 45323, 8, 3841, 174600),
('Master Card', 'Capital One', 5199469314642760, 'Russell Turk', 838, 41944, 46692, 20, 562, 119900),
('Visa', 'Chase', 4778378048134020, 'Glen Walton', 135, 39295, 42583, 26, 3352, 162600),
('Visa', 'Bank of America', 4161966132116320, 'Ali Hendon', 504, 42309, 43770, 3, 497, 148900),
('Japan Credit Bureau', 'JCB', 3563959868743040, 'Derrick Blackwell', 743, 39448, 44197, 12, 9392, 25100),
('Discover', 'Discover', 6011637491848820, 'Arnoldo Y Scherer', 7, 40544, 47119, 10, 1090, 166400),
('Diners Club International', 'Diners Club', 38868851506200, 'Rosa Bond', 817, 40210, 42401, 22, 2728, 136400),
('Diners Club International', 'Diners Club', 30525361030455, 'Gayle R Schultz', 622, 42522, 47270, 1, 1991, 125800),
('Discover', 'Discover', 6011159387579410, 'Suzanne Y Gomez', 535, 39417, 40148, 9, 8547, 66700),
('American Express', 'American Express', 343960757365243, 'Alexander C Walls', 4827, 41122, 46966, 8, 5217, 171700),
('Diners Club International', 'Diners Club', 30340004279190, 'Timothy Rush', 847, 40452, 41548, 22, 8063, 156900),
('American Express', 'American Express', 341550824924601, 'Daisy A Pelletier', 5300, 41000, 46113, 4, 5335, 192100),
('Japan Credit Bureau', 'JCB', 3580955119216930, 'Bernard Harris', 741, 41852, 46600, 24, 2971, 102600),
('Discover', 'Discover', 6011841398815030, 'Jamar I Lemke', 26, 40087, 42278, 3, 1080, 168500),
('Discover', 'Discover', 6011325165299730, 'Thelma X Serrano', 785, 41821, 48396, 3, 5575, 91100),
('Visa', 'USAA', 4762255629608020, 'Lawana W Dewey', 834, 42767, 48245, 25, 9998, 93100),
('Master Card', 'Wells Fargo', 5233263267207910, 'Joann Watts', 583, 40575, 40940, 20, 9882, 195100),
('Diners Club International', 'Diners Club', 30448721841877, 'Leslie W Shanks', 550, 39661, 46600, 14, 143, 171400),
('Visa', 'Wells Fargo', 4569122370699120, 'Barbara Wyatt', 357, 42856, 46143, 9, 1493, 49100),
('American Express', 'American Express', 377261708384170, 'Cruz O Conger', 1238, 42614, 46266, 20, 5419, 176200),
('Japan Credit Bureau', 'JCB', 3532273988517900, 'Bradley M Singleton', 544, 42248, 48092, 8, 6589, 122300),
('Master Card', 'Capital One', 5407231215796000, 'Jeffrey M Crain', 40, 41000, 47939, 23, 3609, 97600),
('American Express', 'Bank of America', 376269921471956, 'Russell X Ashley', 5181, 42887, 46905, 9, 2837, 54100),
('Japan Credit Bureau', 'JCB', 3545497293793390, 'Brady Osteen', 150, 42856, 48700, 22, 8665, 98200),
('American Express', 'Bank of America', 349593878053663, 'Jeremy Hogan', 9114, 41821, 46935, 26, 7518, 22800),
('American Express', 'American Express', 371419710499362, 'Juli G Robert', 9733, 42156, 44713, 18, 1321, 113600),
('Visa', 'Bank of America', 4485537372628100, 'Peter E Dotson', 540, 40210, 44228, 28, 699, 140700),
('Japan Credit Bureau', 'JCB', 3585067458796820, 'Cliff Munger', 118, 42339, 47088, 21, 4584, 52200),
('Japan Credit Bureau', 'JCB', 3565922776150060, 'Todd Hopper', 426, 39995, 42917, 13, 3748, 137000),
('Discover', 'Discover', 6011352951809070, 'Elinor Irwin', 271, 39448, 45658, 26, 3173, 80300),
('American Express', 'USAA', 375153309117426, 'Fred P Caldwell', 1279, 40634, 41000, 15, 6024, 120300),
('Master Card', 'Citibank', 5312682969499380, 'Lorene A Woodson', 308, 40057, 40787, 24, 8466, 140900),
('American Express', 'American Express', 372590003469574, 'Eleanor Robbins', 1339, 42309, 44501, 1, 5035, 26000),
('Visa', 'Citibank', 4232337301354500, 'Mia Mccants', 430, 40878, 42339, 27, 3014, 185700),
('Japan Credit Bureau', 'JCB', 3575317064848850, 'Jeffery Kent', 919, 42705, 49644, 19, 7892, 154200),
('Diners Club International', 'Diners Club', 30910938898883, 'Ernestine P Trudeau', 123, 42736, 43101, 6, 1194, 177600),
('Discover', 'Discover', 6011557071751230, 'Dorothy Irwin', 428, 40087, 43739, 28, 4354, 119300),
('Discover', 'Discover', 6011855892817330, 'Don X Shorter', 187, 40330, 45809, 2, 5052, 103900),
('Discover', 'Discover', 6011973701469650, 'Billy G Walsh', 577, 40664, 44317, 14, 4299, 43500),
('Diners Club International', 'Diners Club', 30288943284450, 'Cary Fleck', 77, 40179, 44197, 14, 6905, 104900),
('Discover', 'Discover', 6011475096733000, 'Cynthia U Sweet', 308, 41183, 44470, 9, 4918, 77800),
('Visa', 'Cabela’s WFB', 4267732495143920, 'Lou Hsu', 963, 41487, 42583, 2, 2765, 103200),
('American Express', 'American Express', 348943416396440, 'Helen Atkins', 9403, 40725, 47665, 1, 5440, 88000),
('American Express', 'American Express', 347213084212985, 'Lacie E Bilodeau', 1628, 42248, 49188, 16, 3143, 81300),
('Discover', 'Discover', 6011282981518180, 'Tina Fry', 948, 42156, 43252, 27, 9720, 56600),
('Diners Club International', 'Diners Club', 30950739432847, 'Burt Billingsley', 840, 39326, 43344, 14, 304, 110700),
('Discover', 'Discover', 6581983913433820, 'Stacy A Hall', 748, 41030, 42856, 26, 9486, 90900),
('Diners Club International', 'Diners Club', 36445135017403, 'Lionel C Rubin', 361, 40634, 41365, 24, 3519, 43600),
('Discover', 'Discover', 6011085377631410, 'Alicia B Townsend', 419, 41640, 46388, 22, 3558, 113700),
('Discover', 'Discover', 6011307872595030, 'Max Q Appel', 513, 39600, 45444, 12, 6400, 154600),
('American Express', 'American Express', 344626151641799, 'Jamie V Burton', 3446, 39995, 40360, 3, 868, 122100),
('American Express', 'American Express', 376074485292750, 'Darwin Y Wilson', 7997, 39356, 42644, 10, 2860, 79400),
('Diners Club International', 'Diners Club', 30502718778805, 'Luis K David', 496, 41122, 42948, 11, 7568, 46400),
('Diners Club International', 'Diners Club', 30112473198528, 'Leandro J Holm', 5, 40513, 47088, 15, 770, 94000),
('Master Card', 'U.S. Bancorp', 5458915546679020, 'Denise V Woodard', 516, 40148, 46357, 5, 1060, 188500),
('Discover', 'Discover', 6011808893496160, 'Lynn Garrison', 331, 42552, 44378, 11, 4874, 84400),
('American Express', 'American Express', 370787373948771, 'Kevin W Lawrence', 7567, 39264, 45108, 18, 6254, 36400),
('Japan Credit Bureau', 'JCB', 3529870497401390, 'Rosario S Hook', 901, 39539, 40269, 28, 3025, 156300),
('Master Card', 'USAA', 5476399383762600, 'Megan V Nash', 216, 42491, 46508, 19, 1857, 142100),
('Discover', 'Discover', 6011431896675040, 'Bradford Gallagher', 649, 41214, 48153, 14, 2301, 39400),
('Discover', 'Discover', 6011204517668540, 'Kevin L Wilkins', 978, 43009, 47392, 23, 7022, 10800),
('Diners Club International', 'Diners Club', 30983245416889, 'Allen P Atchison', 442, 40878, 45627, 6, 4073, 192100),
('Diners Club International', 'Diners Club', 30920942348387, 'Alan Y Rivera', 658, 39508, 41334, 20, 1157, 15500),
('Japan Credit Bureau', 'JCB', 3550684779756190, 'Agatha C Jewett', 357, 41395, 46143, 8, 9571, 143800),
('Discover', 'Discover', 6011519420357330, 'Katie A Battle', 833, 40452, 45931, 22, 2209, 191500),
('American Express', 'American Express', 378936306909713, 'Rosalinda A Mueller', 449, 41699, 42795, 13, 28, 117500),
('Japan Credit Bureau', 'JCB', 3585687298123690, 'Charles T Coleman', 579, 39630, 39995, 26, 1243, 24900),
('Diners Club International', 'Diners Club', 30005009857023, 'Norbert G Dollar', 666, 39692, 44075, 1, 7957, 45800),
('Visa', 'Citibank', 4170095471363640, 'Derrick V Ramsey', 835, 39692, 45901, 18, 3615, 171800),
('Discover', 'Discover', 6011281847949030, 'Quinton V Downey', 266, 40391, 42217, 21, 8616, 24000),
('Diners Club International', 'Diners Club', 36662405353520, 'Joe C Monroe', 948, 39356, 43009, 16, 9565, 50300),
('Visa', 'Wells Fargo', 4761718571715470, 'Raven C Hopper', 266, 42095, 46113, 1, 3237, 22500),
('Discover', 'Discover', 6011554489610130, 'Kenneth I Kirby', 673, 39326, 44440, 9, 9534, 131100),
('Discover', 'Discover', 6011241421242440, 'Beverley V Shoemaker', 498, 40909, 43466, 2, 8078, 145800),
('American Express', 'Bank of America', 342579311946883, 'Peggy F Blanchard', 3077, 39479, 45689, 24, 2019, 113700),
('Visa', 'USAA', 4757919772931010, 'Reita B Council', 521, 43070, 50010, 15, 5847, 114600),
('Visa', 'Citibank', 4992843214021360, 'Martin A Zamora', 172, 42795, 47178, 23, 4285, 196200),
('Visa', 'Chase', 4869870439864040, 'Tatyana C Lu', 54, 39873, 43891, 25, 8583, 114300),
('Master Card', 'Citibank', 5107085331962560, 'Beverly Keith', 713, 41699, 42430, 22, 8731, 144400),
('Visa', 'First National', 4549291212741190, 'Cicely Hutton', 577, 39083, 40179, 23, 3536, 70700),
('American Express', 'American Express', 372154811050447, 'Anita White', 3503, 42767, 47150, 3, 245, 40300),
('American Express', 'American Express', 345401918313341, 'Efren Q Chin', 8919, 40634, 41365, 24, 6125, 161300),
('Diners Club International', 'Diners Club', 30121986322426, 'Jonathan Knox', 347, 41426, 45809, 22, 2336, 172300),
('Japan Credit Bureau', 'JCB', 3544937434712970, 'Micah W Dagostino', 596, 40603, 43891, 14, 6524, 98400),
('Diners Club International', 'Diners Club', 30020773990462, 'Mario E Lowe', 18, 42644, 44105, 4, 2377, 50600),
('Master Card', 'Capital One', 5201980202294190, 'Steven Caraballo', 91, 39934, 46874, 18, 8940, 87800),
('Diners Club International', 'Diners Club', 30905730755018, 'Manuel Pickett', 365, 42552, 46935, 2, 8759, 188000),
('American Express', 'American Express', 341197233327636, 'Lyndon Cervantes', 311, 40422, 42614, 5, 5158, 142700),
('Japan Credit Bureau', 'JCB', 3571500346603930, 'Kelly Wood', 325, 41214, 41579, 3, 5265, 71400),
('Master Card', 'Chase', 5394537973869820, 'Ignacio V Tennant', 652, 40848, 43040, 7, 6401, 182400),
('Japan Credit Bureau', 'JCB', 3575208348113050, 'Clyde P Delgado', 589, 39630, 44013, 24, 498, 50900),
('Discover', 'Discover', 6011110556957180, 'Willa D Breeden', 132, 41974, 47453, 2, 70, 161900),
('Visa', 'Chase', 4301859863149150, 'Amanda Hurley', 454, 39326, 40787, 26, 2642, 96700),
('American Express', 'American Express', 347007181873172, 'Herman D Bey', 4118, 41275, 41640, 14, 434, 94900),
('Japan Credit Bureau', 'JCB', 3572798463205260, 'Nathan T Norris', 593, 41000, 41365, 4, 2405, 14900),
('Diners Club International', 'Diners Club', 30252501994173, 'Devora E Moe', 263, 39965, 47270, 9, 4828, 71700),
('Discover', 'Discover', 6453483651263140, 'Mark Matthews', 3, 40026, 42948, 1, 9424, 59000),
('Japan Credit Bureau', 'JCB', 3554726050762990, 'Cleveland V Hazel', 953, 42430, 47908, 18, 9418, 40100),
('Japan Credit Bureau', 'JCB', 3584715071304790, 'Jacqueline Kirk', 88, 39173, 42826, 14, 9967, 161000),
('Visa', 'GE Capital', 4506841646254040, 'Concepcion R Mota', 102, 41153, 44075, 6, 1099, 116100),
('Japan Credit Bureau', 'JCB', 3560054414232230, 'Carlos Barron', 635, 40848, 45597, 13, 6238, 45900),
('Discover', 'Discover', 6011152218501490, 'Henry B Dang', 504, 40360, 42552, 8, 4594, 146500),
('Discover', 'Discover', 6440052774734490, 'Jon X Burnett', 709, 42005, 46023, 9, 87, 67800),
('Diners Club International', 'Diners Club', 30397396176673, 'Vince Q Choate', 683, 40026, 45139, 23, 6301, 145700),
('Discover', 'Discover', 6011441322147040, 'Curtis I Peterson', 723, 41426, 43617, 25, 6456, 184900),
('Discover', 'Discover', 6011609818332280, 'Renato I Benson', 485, 41122, 46235, 20, 8970, 44000),
('Discover', 'Discover', 6592466080657190, 'Erin C Underwood', 744, 42186, 46935, 2, 4363, 49700),
('American Express', 'U.S. Bancorp', 342478862716656, 'Caprice G Soriano', 4593, 40848, 43040, 18, 3758, 84100),
('Visa', 'Chase', 4507702297055480, 'Hazel U Ryan', 852, 41730, 47939, 12, 5727, 194500),
('Diners Club International', 'Diners Club', 30019282429723, 'Kenny W Fredrick', 955, 42125, 43221, 8, 8729, 18800),
('Master Card', 'Citibank', 5199462405442660, 'Stacy D Hansen', 603, 41456, 46204, 1, 4874, 162500),
('Visa', 'Wells Fargo', 4948801578106670, 'Merlin Z Grice', 221, 42675, 49980, 26, 5362, 61400),
('Visa', 'Chase', 4664374321489710, 'Barbara Guerrero', 306, 43070, 46722, 6, 4004, 123500),
('Diners Club International', 'Diners Club', 30170741821255, 'Enda T Shipley', 964, 39326, 41518, 3, 7133, 126000),
('Japan Credit Bureau', 'JCB', 3583021532772810, 'Lee Hines', 991, 39479, 45323, 5, 2458, 15600),
('Japan Credit Bureau', 'JCB', 3561835244708050, 'Aurea Y Thornburg', 84, 40118, 40483, 25, 6723, 25400),
('Discover', 'Discover', 6011280056838860, 'Brandon H Fulton', 69, 39203, 43952, 14, 80, 188200),
('American Express', 'Bank of America', 345399230882854, 'Kraig B Benner', 699, 42917, 49491, 1, 930, 108800),
('Master Card', 'Capital One', 5299631692331550, 'Loretta E Mclaughlin', 576, 40360, 47665, 7, 7494, 153600),
('Japan Credit Bureau', 'JCB', 3567999596658970, 'Deann Adler', 795, 40179, 40544, 7, 4829, 160100),
('Discover', 'Discover', 6011877399184070, 'Bonnie Y Prince', 818, 42095, 49035, 24, 8615, 86200),
('Master Card', 'Capital One', 5248310043966390, 'Antwan M Ferrara', 962, 42644, 45200, 24, 9262, 126400),
('American Express', 'American Express', 341480679579559, 'Warren I Hanson', 2759, 40330, 42887, 7, 3184, 63200),
('Japan Credit Bureau', 'JCB', 3586780625470750, 'Khadijah A Isaacson', 323, 42736, 48214, 3, 8202, 21500),
('American Express', 'USAA', 373106357679954, 'Leon U Aguirre', 9548, 41791, 42887, 22, 9672, 68200),
('Visa', 'USAA', 4087506468267880, 'Bret E Lawhorn', 757, 40299, 47604, 20, 5069, 198600),
